Age,Gender,Education Level,Job Title,Years of Experienceexperience in months,,Salary
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
27,Male,Bachelor's Degree,Software Developer,3,36,62000
42,Female,Master's Degree,Marketing Manager,16,192,137000
35,Male,PhD,Data Scientist,9,108,112000
29,Female,Bachelor's Degree,Human Resources Coordinator,2,24,45000
33,Male,High School,Junior Sales Associate,1,12,25000
36,Female,Bachelor's Degree,Operations Manager,7,84,91000
43,Male,PhD,Data Scientist,17,204,179000
31,Female,Bachelor's Degree,Software Engineer,5,60,74000
49,Male,Master's Degree,Marketing Manager,23,276,228000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
45,Female,PhD,Data Scientist,19,228,193000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
34,Male,Bachelor's Degree,Operations Manager,8,96,104000
31,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,37000
44,Female,PhD,Data Scientist,18,216,183000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,25000
45,Male,Master's Degree,Marketing Manager,20,240,204000
27,Female,Bachelor's Degree,Software Developer,3,36,61000
41,Male,PhD,Data Scientist,15,180,157000
35,Female,Master's Degree,Human Resources Manager,8,96,92000
26,Male,Bachelor's Degree,Software Engineer,1,12,52000
30,Female,Bachelor's Degree,Marketing Coordinator,4,48,58000
48,Male,PhD,Data Scientist,22,264,219000
32,Female,Master's Degree,Marketing Manager,6,72,77000
31,Female,Master's Degree,Director of HR,6,72,95000
28,Male,Bachelor's Degree,Junior Web Developer,2,24,45000
29,Female,Master's Degree,Senior HR Generalist,4,48,70000
35,Male,PhD,Senior Human Resources Manager,10,120,110000
26,Female,High School,Web Developer,1,12,35000
32,Male,Bachelor's Degree,Junior HR Generalist,5,60,60000
27,Female,Master's Degree,Web Developer,2,24,50000
39,Male,Master's Degree,Director of HR,12,144,120000
23,Female,Bachelor's Degree,Junior HR Generalist,1,12,32000
30,Male,Bachelor's Degree,Web Developer,4,48,65000
26,Female,Bachelor's Degree,Junior HR Coordinator,1,12,35000
42,Male,PhD,Senior Human Resources Manager,14,168,130000
34,Female,Master's Degree,Director of HR,9,108,95000
28,Male,High School,Juniour HR Generalist,2,24,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,48,50000
29,Male,Bachelor's Degree,Web Developer,3,36,60000
35,Female,Master's Degree,Senior HR Generalist,8,96,80000
26,Male,Master's Degree,Junior Web Developer,2,24,48000
40,Female,PhD,Director of HR,13,156,125000
34,Male,Bachelor's Degree,Web Developer,7,84,85000
26,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
29,Male,Master's Degree,Senior HR Generalist,4,48,70000
25,Female,High School,Juniour HR Coordinator,1,12,32000
33,Male,Master's Degree,Web Developer,6,72,80000
27,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
31,Male,PhD,Senior Human Resources Manager,7,84,90000
29,Female,Master's Degree,Web Developer,4,48,65000
24,Male,Bachelor's Degree,Junior Web Developer,1,12,40000
42,Female,Master's Degree,Senior HR Generalist,12,144,110000
34,Male,Master's Degree,Director of HR,10,120,105000
28,Female,Bachelor's Degree,Junior HR Generalist,3,36,50000
33,Male,PhD,Director of HR,8,96,95000
29,Female,Bachelor's Degree,Web Developer,3,36,60000
25,Male,High School,Junior HR Generalist,2,24,40000
26,Female,Master's Degree,Senior HR Generalist,2,24,55000
30,Male,Bachelor's Degree,Web Developer,5,60,70000
24,Female,High School,Juniour HR Coordinator,1,12,32000
31,Male,Master's Degree,Director of HR,7,84,90000
27,Female,Bachelor's Degree,Web Developer,2,24,50000
35,Male,PhD,Senior Human Resources Manager,10,120,110000
26,Female,Bachelor's Degree,Junior HR Generalist,1,12,32000
32,Male,Master's Degree,Web Developer,6,72,80000
29,Female,Master's Degree,Senior HR Generalist,4,48,70000
25,Male,High School,Web Developer,2,24,45000
33,Female,Bachelor's Degree,Junior HR Generalist,7,84,65000
27,Male,Master's Degree,Web Developer,2,24,50000
28,Female,Bachelor's Degree,Junior HR Coordinator,3,36,45000
34,Male,PhD,Director of HR,9,108,95000
30,Female,Bachelor's Degree,Web Developer,4,48,65000
26,Male,Bachelor's Degree,Junior HR Coordinator,2,24,38000
42,Female,Master's Degree,Senior Human Resources Manager,13,156,125000
34,Male,Master's Degree,Web Developer,8,96,90000
28,Female,High School,Juniour HR Generalist,2,24,43000
31,Male,Bachelor's Degree,Junior HR Generalist,5,60,60000
29,Female,Master's Degree,Web Developer,3,36,60000
35,Male,PhD,Senior Human Resources Manager,10,120,110000
26,Female,Bachelor's Degree,Web Developer,1,12,35000
32,Male,Master's Degree,Director of HR,6,72,95000
27,Female,Master's Degree,Junior HR Generalist,2,24,42000
39,Male,Master's Degree,Senior HR Generalist,11,132,100000
23,Female,Bachelor's Degree,Junior HR Coordinator,1,12,32000
30,Male,Bachelor's Degree,Web Developer,4,48,65000
26,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
42,Male,PhD,Director of HR,14,168,130000
34,Female,Master's Degree,Director of HR,9,108,95000
28,Male,High School,Junior Web Developer,2,24,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,48,50000
29,Male,Bachelor's Degree,Web Developer,3,36,60000
35,Female,Master's Degree,Senior HR Generalist,8,96,80000
26,Male,Master's Degree,Junior Web Developer,2,24,48000
40,Female,PhD,Director of HR,13,156,125000
34,Male,Bachelor's Degree,Web Developer,7,84,85000
26,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
29,Male,Master's Degree,Senior HR Generalist,4,48,70000
25,Female,High School,Junior HR Coordinator,1,12,32000
33,Male,Master's Degree,Web Developer,6,72,80000
27,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
31,Male,PhD,Senior Human Resources Manager,7,84,90000
29,Female,Master's Degree,Web Developer,4,48,65000
24,Male,Bachelor's Degree,Junior Web Developer,1,12,40000
42,Female,Master's Degree,Senior HR Generalist,12,144,110000
34,Male,Master's Degree,Director of HR,10,120,105000
28,Female,Bachelor's Degree,Junior HR Generalist,3,36,50000
33,Male,PhD,Director of HR,8,96,95000
29,Female,Bachelor's Degree,Web Developer,3,36,60000
25,Male,High School,Junior HR Generalist,2,24,40000
26,Female,Master's Degree,Senior HR Generalist,2,24,55000
30,Male,Bachelor's Degree,Web Developer,5,60,70000
24,Female,High School,Juniour HR Coordinator,1,12,32000
31,Male,Master's Degree,Director of HR,7,84,90000
27,Female,Bachelor's Degree,Web Developer,2,24,50000
35,Male,PhD,Senior Human Resources Manager,10,120,110000
26,Female,Bachelor's Degree,Junior HR Generalist,1,12,32000
32,Male,Master's Degree,Web Developer,6,72,80000
29,Female,Master's Degree,Senior HR Generalist,4,48,70000
25,Male,High School,Web Developer,2,24,45000
33,Female,Bachelor's Degree,Junior HR Generalist,7,84,65000
27,Male,Master's Degree,Web Developer,2,24,50000
28,Female,Bachelor's Degree,Junior HR Coordinator,3,36,45000
34,Male,PhD,Director of HR,9,108,95000
30,Female,Bachelor's Degree,Web Developer,4,48,65000
26,Male,Bachelor's Degree,Junior HR Coordinator,2,24,38000
42,Female,Master's Degree,Senior Human Resources Manager,13,156,125000
34,Male,Master's Degree,Web Developer,8,96,90000
28,Female,High School,Juniour HR Generalist,2,24,43000
31,Male,Bachelor's Degree,Junior HR Generalist,5,60,60000
29,Female,Master's Degree,Web Developer,3,36,60000
35,Male,PhD,Senior Human Resources Manager,10,120,110000
26,Female,Bachelor's Degree,Web Developer,1,12,35000
32,Male,Master's Degree,Director of HR,6,72,95000
27,Female,Master's Degree,Junior HR Generalist,2,24,42000
39,Male,Master's Degree,Senior HR Generalist,11,132,100000
23,Female,Bachelor's Degree,Junior HR Coordinator,1,12,32000
30,Male,Bachelor's Degree,Web Developer,4,48,65000
26,Female,Bachelor's Degree,Junior HR Generalist,2,24,42000
42,Male,PhD,Director of HR,14,168,130000
34,Female,Master's Degree,Director of HR,9,108,95000
28,Male,High School,Junior Web Developer,2,24,43000
31,Female,Bachelor's Degree,Junior HR Coordinator,4,48,500
27,Female,Bachelor's Degree,Junior Software Engineer,1,12,45000
33,Male,Master's Degree,Senior Data Scientist,8,96,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,36,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,60,70000
38,Female,PhD,Senior Research Scientist,12,144,140000
25,Male,High School,Junior Sales Associate,1,12,30000
32,Female,Master's Degree,Senior Software Engineer,7,84,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,24,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,36,55000
35,Male,PhD,Senior Research Scientist,10,120,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,12,45000
33,Male,Master's Degree,Senior Data Scientist,8,96,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,36,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,60,70000
38,Female,PhD,Senior Research Scientist,12,144,140000
25,Male,High School,Junior Sales Associate,1,12,30000
32,Female,Master's Degree,Senior Software Engineer,7,84,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,24,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,36,55000
35,Male,PhD,Senior Research Scientist,10,120,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,12,45000
33,Male,Master's Degree,Senior Data Scientist,8,96,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,36,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,60,70000
38,Female,PhD,Senior Research Scientist,12,144,140000
25,Male,High School,Junior Sales Associate,1,12,30000
32,Female,Master's Degree,Senior Software Engineer,7,84,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,24,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,36,55000
35,Male,PhD,Senior Research Scientist,10,120,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,12,45000
33,Male,Master's Degree,Senior Data Scientist,8,96,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,36,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,60,70000
38,Female,PhD,Senior Research Scientist,12,144,140000
25,Male,High School,Junior Sales Associate,1,12,30000
32,Female,Master's Degree,Senior Software Engineer,7,84,100000
27,Male,Bachelor's Degree,Junior Data Analyst,2,24,50000
29,Female,Bachelor's Degree,Junior Marketing Manager,3,36,55000
35,Male,PhD,Senior Research Scientist,10,120,130000
26,Female,Bachelor's Degree,Junior Software Engineer,1,12,45000
33,Male,Master's Degree,Senior Data Scientist,8,96,120000
29,Female,Bachelor's Degree,Marketing Coordinator,3,36,55000
31,Male,Bachelor's Degree,Junior Marketing Manager,5,60,70000
